1.881111	1
1.998680	7
3.879791	2
7.759582	1
9.934616	6
13.344129	2
13.638052	1
15.166455	3
19.516523	1
22.749682	2
23.631453	4
25.394994	1
30.568048	5
30.861972	3
31.273465	1
32.155235	2
37.151936	1
41.560789	2
43.030407	1
46.557489	3
47.145336	4
48.908877	1
50.966342	2
54.787348	1
57.138737	6
60.371896	2
60.665819	1
62.253006	3
65.956443	5
66.544290	1
69.777449	2
70.718004	4
72.422761	1
73.069393	7
77.948523	3
78.301232	1
79.183002	2
84.179702	1
88.588556	2
90.058173	1
93.644040	3
94.290672	4
95.995429	1
97.994109	2
101.344837	5
101.873900	1
104.401642	6
107.399662	2
107.752370	1
109.339558	3
113.630841	1
116.805216	2
117.863340	4
119.509312	1
125.035075	3
125.387783	1
126.210769	2
131.266254	1
135.616322	2
136.733232	5
137.144725	1
140.730592	3
141.436008	4
143.023196	1
144.081320	7
145.080660	2
148.901666	1
151.664548	6
154.486214	2
154.780137	1
156.426109	3
160.658608	1
163.891767	2
165.008676	4
166.537079	1
172.121626	3
172.121626	5
172.415550	1
173.297320	2
178.294021	1
182.702874	2
184.172491	1
187.817143	3
188.522560	4
190.050962	1
192.108427	2
195.929433	1
198.868668	6
201.513980	2
201.807904	1
203.512660	3
207.510021	5
207.686375	1
210.919534	2
212.095228	4
